ID,recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,DM_category,Label,Score
61665,2,"6) $750 - $1,000",754.01,0,1,Surburban,1,Multichannel,Womens E-Mail,1,1,0.9971
61666,11,3) $200 - $350,218.05,1,0,Rural,0,Phone,Womens E-Mail,4,0,0.9914
61667,5,1) $0 - $100,29.99,1,0,Rural,0,Web,No E-Mail,6,0,0.9868
61668,3,3) $200 - $350,315.45,0,1,Surburban,0,Web,Mens E-Mail,3,1,0.5997
61669,8,2) $100 - $200,127.29,0,1,Urban,0,Web,Mens E-Mail,3,0,0.9413
61670,2,2) $100 - $200,131.27,0,1,Rural,1,Phone,Mens E-Mail,3,0,0.5602
61671,1,"7) $1,000 +",1337.81,1,0,Surburban,1,Phone,No E-Mail,6,1,0.9997
61672,10,1) $0 - $100,48.06,1,0,Urban,0,Phone,Mens E-Mail,2,0,0.9728
61673,4,5) $500 - $750,506.97,1,0,Urban,1,Phone,Mens E-Mail,2,0,0.6997
61674,4,4) $350 - $500,416.44,1,1,Surburban,1,Multichannel,No E-Mail,11,1,0.9449
61675,10,1) $0 - $100,94.07,0,1,Urban,1,Web,Mens E-Mail,3,0,0.9646
61676,1,4) $350 - $500,474.43,1,0,Urban,0,Phone,Mens E-Mail,2,1,0.7836
61677,3,1) $0 - $100,39.89,1,0,Urban,0,Phone,No E-Mail,6,0,0.9914
61678,10,2) $100 - $200,160,1,0,Urban,0,Web,Mens E-Mail,2,0,0.9576
61679,7,1) $0 - $100,91.66,1,0,Surburban,0,Web,Womens E-Mail,4,0,0.9889
61680,5,2) $100 - $200,175.87,0,1,Rural,1,Phone,Mens E-Mail,3,0,0.8152
61681,10,3) $200 - $350,225.76,1,1,Urban,0,Multichannel,Womens E-Mail,5,0,0.9027
61682,5,2) $100 - $200,176.64,1,0,Urban,0,Web,Womens E-Mail,4,0,0.9831
61683,2,5) $500 - $750,601.16,1,1,Urban,1,Web,Mens E-Mail,5,1,0.6569
61684,2,1) $0 - $100,37.3,1,0,Surburban,1,Phone,No E-Mail,6,0,0.9935
61685,2,3) $200 - $350,222.13,1,0,Surburban,0,Multichannel,Mens E-Mail,2,1,0.6923
61686,7,1) $0 - $100,29.99,0,1,Surburban,1,Web,No E-Mail,5,0,0.9833
61687,2,2) $100 - $200,157.78,1,0,Urban,0,Phone,No E-Mail,6,0,0.9905
61688,9,1) $0 - $100,85.77,1,0,Surburban,1,Phone,No E-Mail,6,0,0.9995
61689,1,4) $350 - $500,467.93,1,0,Surburban,0,Multichannel,No E-Mail,6,0,0.7731
61690,9,1) $0 - $100,89.15,1,0,Urban,0,Web,Womens E-Mail,4,0,0.9949
61691,7,3) $200 - $350,314.42,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.8205
61692,2,1) $0 - $100,32.16,0,1,Surburban,1,Phone,Mens E-Mail,3,0,0.7805
61693,6,3) $200 - $350,273.87,1,0,Surburban,0,Multichannel,Mens E-Mail,2,0,0.6036
61694,11,2) $100 - $200,119.08,1,0,Rural,0,Web,Womens E-Mail,4,0,0.9941
61695,11,1) $0 - $100,29.99,0,1,Surburban,0,Web,No E-Mail,5,0,0.9951
61696,2,5) $500 - $750,657.39,1,0,Urban,1,Phone,No E-Mail,6,0,0.9603
61697,12,2) $100 - $200,135.48,1,0,Rural,0,Phone,Womens E-Mail,4,0,0.9955
61698,11,1) $0 - $100,95.42,1,0,Surburban,1,Phone,Womens E-Mail,4,0,0.9991
61699,3,4) $350 - $500,485.46,0,1,Urban,1,Web,Mens E-Mail,3,1,0.7808
61700,8,1) $0 - $100,98.72,1,0,Rural,1,Phone,No E-Mail,6,0,0.9982
61701,9,2) $100 - $200,130.28,0,1,Rural,1,Web,No E-Mail,5,0,0.9787
61702,1,4) $350 - $500,416.98,1,1,Surburban,0,Phone,No E-Mail,11,1,0.9663
61703,9,1) $0 - $100,50.6,0,1,Surburban,1,Web,Mens E-Mail,3,0,0.9636
61704,1,1) $0 - $100,29.99,0,1,Urban,1,Web,No E-Mail,5,0,0.9003
61705,4,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Womens E-Mail,4,0,0.9855
61706,2,3) $200 - $350,216.59,1,0,Urban,0,Multichannel,Womens E-Mail,4,0,0.8047
61707,3,2) $100 - $200,129.24,0,1,Surburban,1,Phone,No E-Mail,5,0,0.9531
61708,10,3) $200 - $350,254.42,1,0,Surburban,0,Web,Mens E-Mail,2,0,0.9034
61709,10,5) $500 - $750,509.46,0,1,Rural,1,Multichannel,Mens E-Mail,3,0,0.5204
61710,12,2) $100 - $200,114.84,1,0,Rural,1,Web,No E-Mail,6,0,0.9988
61711,4,5) $500 - $750,726.99,0,1,Urban,1,Multichannel,Womens E-Mail,1,1,0.6134
61712,11,1) $0 - $100,67.63,1,0,Urban,0,Web,No E-Mail,6,0,0.9994
61713,4,5) $500 - $750,595.04,1,0,Urban,1,Multichannel,Mens E-Mail,2,1,0.5829
61714,1,"7) $1,000 +",1145.49,0,1,Surburban,1,Web,Womens E-Mail,1,1,1
61715,9,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,6,0,0.9995
61716,3,3) $200 - $350,241.21,0,1,Surburban,0,Web,No E-Mail,5,0,0.7738
61717,7,1) $0 - $100,29.99,1,0,Surburban,1,Web,Mens E-Mail,2,0,0.9372
61718,2,2) $100 - $200,138.3,1,0,Surburban,0,Web,Mens E-Mail,2,0,0.645
61719,3,2) $100 - $200,127.98,1,0,Rural,1,Phone,Mens E-Mail,2,0,0.6409
61720,1,1) $0 - $100,29.99,0,1,Surburban,1,Web,Mens E-Mail,3,0,0.6478
61721,9,1) $0 - $100,52.1,1,0,Surburban,1,Phone,No E-Mail,6,0,0.9995
61722,1,2) $100 - $200,166.26,0,1,Urban,0,Web,Womens E-Mail,1,0,0.6361
61723,8,2) $100 - $200,130.89,1,0,Urban,0,Web,No E-Mail,6,0,0.9986
61724,3,"7) $1,000 +",1229.41,0,1,Surburban,1,Phone,Womens E-Mail,1,1,1
61725,1,2) $100 - $200,106.24,1,0,Urban,0,Web,Mens E-Mail,2,0,0.6093
61726,10,5) $500 - $750,687.03,1,1,Surburban,1,Web,No E-Mail,11,1,0.6323
61727,10,2) $100 - $200,165.83,1,0,Surburban,0,Web,No E-Mail,6,0,0.9987
61728,2,2) $100 - $200,162.61,1,0,Surburban,0,Phone,Womens E-Mail,4,0,0.964
61729,12,3) $200 - $350,258.39,1,1,Urban,0,Phone,Womens E-Mail,5,0,0.9802
61730,7,1) $0 - $100,98.67,1,0,Urban,1,Web,No E-Mail,6,0,0.9981
61731,7,2) $100 - $200,110.19,1,0,Surburban,0,Web,No E-Mail,6,0,0.9972
61732,1,2) $100 - $200,110.43,0,1,Surburban,0,Phone,Mens E-Mail,3,0,0.6705
61733,3,1) $0 - $100,29.99,0,1,Surburban,0,Web,Mens E-Mail,3,0,0.6191
61734,1,1) $0 - $100,49.5,1,0,Surburban,1,Web,Womens E-Mail,4,0,0.9539
61735,11,2) $100 - $200,126.36,0,1,Urban,1,Web,Womens E-Mail,1,0,0.9894
61736,7,4) $350 - $500,357.4,1,1,Surburban,0,Phone,No E-Mail,11,1,0.8033
61737,4,2) $100 - $200,139.49,0,1,Surburban,1,Web,Womens E-Mail,1,0,0.8918
61738,4,3) $200 - $350,303.33,0,1,Surburban,0,Phone,Mens E-Mail,3,0,0.7152
61739,6,1) $0 - $100,29.99,1,0,Urban,1,Web,No E-Mail,6,0,0.997
61740,10,1) $0 - $100,29.99,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.9612
61741,7,1) $0 - $100,91.31,1,0,Surburban,0,Phone,No E-Mail,6,0,0.9982
61742,9,3) $200 - $350,288.9,1,0,Rural,1,Phone,Mens E-Mail,2,0,0.885
61743,9,1) $0 - $100,58.09,0,1,Urban,0,Phone,Womens E-Mail,1,0,0.9756
61744,3,2) $100 - $200,185.53,1,0,Urban,0,Web,Mens E-Mail,2,0,0.6726
61745,5,3) $200 - $350,257.57,1,0,Surburban,0,Web,Mens E-Mail,2,0,0.7264
61746,9,1) $0 - $100,41.97,0,1,Urban,0,Web,No E-Mail,5,0,0.9884
61747,12,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Mens E-Mail,2,0,0.9905
61748,1,3) $200 - $350,206.07,0,1,Urban,1,Web,Womens E-Mail,1,0,0.5362
61749,10,2) $100 - $200,107.28,1,0,Urban,1,Web,No E-Mail,6,0,0.9992
61750,6,2) $100 - $200,194.13,1,0,Surburban,1,Web,Mens E-Mail,2,0,0.906
61751,2,1) $0 - $100,29.99,1,0,Urban,0,Web,Mens E-Mail,2,0,0.6403
61752,11,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Womens E-Mail,4,0,0.9991
61753,2,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Mens E-Mail,3,0,0.6993
61754,9,2) $100 - $200,149.79,1,0,Surburban,1,Phone,No E-Mail,6,0,0.9995
61755,2,1) $0 - $100,48.72,0,1,Rural,1,Web,No E-Mail,5,0,0.786
61756,7,3) $200 - $350,267.67,1,0,Rural,0,Phone,Womens E-Mail,4,0,0.9553
61757,1,"7) $1,000 +",1065.52,1,0,Urban,1,Multichannel,No E-Mail,6,1,0.9997
61758,4,1) $0 - $100,34.86,1,0,Urban,0,Web,Womens E-Mail,4,0,0.9769
61759,1,"7) $1,000 +",1367.81,0,1,Surburban,1,Web,Womens E-Mail,1,1,1
61760,2,"6) $750 - $1,000",862.86,1,1,Surburban,1,Multichannel,No E-Mail,11,1,0.9998
61761,7,1) $0 - $100,86.38,0,1,Rural,0,Web,Mens E-Mail,3,0,0.7324
61762,8,3) $200 - $350,200.34,1,0,Surburban,0,Phone,Mens E-Mail,2,0,0.9314
61763,7,3) $200 - $350,270.04,1,1,Surburban,0,Phone,Mens E-Mail,5,0,0.8819
61764,4,1) $0 - $100,43.09,1,0,Urban,0,Phone,Mens E-Mail,2,0,0.8829
61765,10,1) $0 - $100,79.01,0,1,Urban,1,Phone,No E-Mail,5,0,0.9954
61766,10,1) $0 - $100,44.37,0,1,Surburban,0,Web,No E-Mail,5,0,0.9885
61767,3,2) $100 - $200,117.57,0,1,Rural,0,Phone,No E-Mail,5,0,0.8218
61768,3,1) $0 - $100,29.99,1,0,Rural,0,Phone,Mens E-Mail,2,0,0.5298
61769,1,2) $100 - $200,169.18,1,0,Urban,1,Web,Womens E-Mail,4,0,0.9553
61770,11,2) $100 - $200,111.5,1,0,Surburban,1,Web,No E-Mail,6,0,0.9996
61771,4,1) $0 - $100,34.18,1,0,Urban,1,Phone,Mens E-Mail,2,0,0.9202
61772,1,"7) $1,000 +",1147.55,1,0,Surburban,1,Web,Mens E-Mail,2,1,1
61773,2,3) $200 - $350,337.18,1,0,Surburban,0,Phone,Womens E-Mail,4,0,0.9133
61774,6,3) $200 - $350,252.05,1,0,Rural,0,Phone,Womens E-Mail,4,0,0.9325
61775,9,3) $200 - $350,327.29,0,1,Surburban,1,Multichannel,Mens E-Mail,3,0,0.861
61776,1,"7) $1,000 +",1407.9,0,1,Urban,1,Web,Mens E-Mail,3,1,1
61777,10,4) $350 - $500,353.56,1,0,Urban,1,Web,Mens E-Mail,2,0,0.8146
61778,12,1) $0 - $100,81.69,0,1,Surburban,1,Phone,Womens E-Mail,1,0,0.9917
61779,11,1) $0 - $100,45.99,0,1,Surburban,1,Web,Mens E-Mail,3,0,0.9845
61780,11,1) $0 - $100,95.85,0,1,Urban,1,Web,Mens E-Mail,3,0,0.9846
61781,8,1) $0 - $100,70.84,0,1,Surburban,0,Web,No E-Mail,5,0,0.9867
61782,1,1) $0 - $100,79.13,1,0,Surburban,1,Web,Womens E-Mail,4,0,0.9538
61783,1,2) $100 - $200,195.51,0,1,Urban,1,Phone,Womens E-Mail,1,0,0.8111
61784,9,1) $0 - $100,45.85,1,0,Surburban,1,Web,Womens E-Mail,4,0,0.9967
61785,10,3) $200 - $350,332.98,0,1,Surburban,0,Phone,Mens E-Mail,3,0,0.9208
61786,7,"6) $750 - $1,000",833.66,1,0,Surburban,1,Phone,Womens E-Mail,4,1,0.7675
61787,7,3) $200 - $350,288.25,1,0,Surburban,0,Web,Womens E-Mail,4,0,0.974
61788,1,1) $0 - $100,87.41,1,0,Urban,0,Web,No E-Mail,6,0,0.9812
61789,1,2) $100 - $200,100.71,1,0,Surburban,0,Phone,Mens E-Mail,2,0,0.7151
61790,9,3) $200 - $350,273.69,1,1,Urban,1,Phone,Womens E-Mail,5,0,0.9744
61791,1,2) $100 - $200,125.81,0,1,Surburban,0,Phone,Mens E-Mail,3,0,0.6698
61792,4,1) $0 - $100,57,1,0,Urban,1,Web,No E-Mail,6,0,0.996
61793,1,1) $0 - $100,60.03,0,1,Urban,1,Web,No E-Mail,5,0,0.9003
61794,7,1) $0 - $100,73.27,0,1,Surburban,1,Phone,No E-Mail,5,0,0.9896
61795,7,3) $200 - $350,331.06,1,0,Urban,0,Phone,No E-Mail,6,0,0.9956
61796,10,3) $200 - $350,259.53,1,0,Rural,0,Web,Womens E-Mail,4,0,0.9672
61797,5,2) $100 - $200,173.24,0,1,Surburban,1,Phone,Womens E-Mail,1,0,0.9471
61798,1,2) $100 - $200,153.99,0,1,Surburban,0,Web,No E-Mail,5,0,0.8571
61799,9,2) $100 - $200,123.83,0,1,Urban,0,Web,No E-Mail,5,0,0.9888
61800,2,1) $0 - $100,29.99,0,1,Urban,0,Phone,No E-Mail,5,0,0.9194
61801,7,3) $200 - $350,314.26,1,0,Rural,0,Phone,Mens E-Mail,2,0,0.6931
61802,4,2) $100 - $200,140.87,0,1,Rural,0,Phone,No E-Mail,5,0,0.9129
61803,2,5) $500 - $750,545.16,1,1,Urban,1,Web,Womens E-Mail,5,1,0.5355
61804,10,3) $200 - $350,313.54,1,0,Urban,1,Web,Mens E-Mail,2,0,0.9326
61805,1,3) $200 - $350,247.28,1,1,Urban,0,Phone,Mens E-Mail,5,0,0.538
61806,5,2) $100 - $200,124.21,1,0,Surburban,1,Phone,Mens E-Mail,2,0,0.941
61807,10,1) $0 - $100,51.92,0,1,Surburban,0,Phone,Womens E-Mail,1,0,0.9758
61808,2,5) $500 - $750,505.17,1,0,Surburban,1,Web,Mens E-Mail,2,1,0.6471
61809,3,3) $200 - $350,288.51,0,1,Surburban,0,Web,No E-Mail,5,0,0.768
61810,3,2) $100 - $200,115.98,1,0,Urban,1,Web,Womens E-Mail,4,0,0.9671
61811,5,2) $100 - $200,184.11,1,0,Rural,0,Phone,Womens E-Mail,4,0,0.97
61812,1,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,1,0,0.7331
61813,2,3) $200 - $350,335.48,0,1,Surburban,0,Web,No E-Mail,5,0,0.7367
61814,4,4) $350 - $500,429.12,1,1,Urban,1,Multichannel,No E-Mail,11,1,0.945
61815,5,1) $0 - $100,64.46,0,1,Surburban,1,Phone,No E-Mail,5,0,0.9838
61816,1,2) $100 - $200,161.17,1,0,Urban,1,Web,Mens E-Mail,2,0,0.7013
61817,4,1) $0 - $100,43.62,1,0,Urban,1,Web,No E-Mail,6,0,0.996
61818,2,2) $100 - $200,140.74,1,0,Urban,1,Web,Womens E-Mail,4,0,0.9625
61819,3,3) $200 - $350,317.52,0,1,Surburban,0,Phone,No E-Mail,5,0,0.8402
61820,6,1) $0 - $100,32,1,0,Urban,1,Web,Mens E-Mail,2,0,0.906
61821,10,1) $0 - $100,30.86,1,0,Urban,1,Phone,No E-Mail,6,0,0.9995
61822,8,1) $0 - $100,35.64,1,0,Rural,0,Phone,No E-Mail,6,0,0.9973
61823,7,2) $100 - $200,173.35,1,0,Urban,0,Phone,Mens E-Mail,2,0,0.9425
61824,1,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Womens E-Mail,1,0,0.8077
61825,3,3) $200 - $350,346.88,1,1,Urban,0,Phone,Mens E-Mail,5,0,0.5923
61826,2,1) $0 - $100,74.04,0,1,Urban,0,Phone,No E-Mail,5,0,0.9194
61827,6,2) $100 - $200,123.41,0,1,Surburban,1,Web,Mens E-Mail,3,0,0.8892
61828,10,5) $500 - $750,565.41,0,1,Urban,1,Web,Mens E-Mail,3,0,0.8346
61829,4,2) $100 - $200,150.28,1,0,Surburban,0,Phone,Mens E-Mail,2,0,0.8846
61830,4,1) $0 - $100,29.99,1,0,Urban,1,Phone,Womens E-Mail,4,0,0.9906
61831,1,5) $500 - $750,738.5,1,0,Surburban,1,Web,Mens E-Mail,2,1,0.7698
61832,1,2) $100 - $200,144.58,0,1,Urban,1,Phone,Mens E-Mail,3,0,0.7574
61833,2,1) $0 - $100,88.38,0,1,Urban,0,Web,No E-Mail,5,0,0.875
61834,2,5) $500 - $750,529.64,1,0,Surburban,1,Web,No E-Mail,6,0,0.9484
61835,4,2) $100 - $200,104.49,0,1,Surburban,1,Phone,No E-Mail,5,0,0.9791
61836,2,3) $200 - $350,233.86,1,0,Urban,1,Web,Womens E-Mail,4,0,0.9155
61837,3,2) $100 - $200,109.52,0,1,Surburban,0,Web,Mens E-Mail,3,0,0.6284
61838,1,3) $200 - $350,327.78,1,1,Surburban,0,Web,Womens E-Mail,5,0,0.5013
61839,2,2) $100 - $200,152.42,0,1,Rural,0,Web,No E-Mail,5,0,0.7117
61840,10,2) $100 - $200,193.05,1,0,Surburban,1,Phone,No E-Mail,6,0,0.9995
61841,11,1) $0 - $100,86.97,0,1,Rural,0,Phone,Womens E-Mail,1,0,0.9704
61842,9,1) $0 - $100,54.51,0,1,Surburban,0,Web,No E-Mail,5,0,0.9882
61843,10,2) $100 - $200,149.33,0,1,Rural,0,Phone,Womens E-Mail,1,0,0.935
61844,6,1) $0 - $100,29.99,1,0,Urban,1,Phone,Womens E-Mail,4,0,0.9931
61845,4,3) $200 - $350,226.59,0,1,Urban,0,Multichannel,No E-Mail,5,0,0.8214
61846,4,4) $350 - $500,458.78,0,1,Surburban,0,Web,No E-Mail,5,0,0.6762
61847,9,3) $200 - $350,333.52,0,1,Urban,0,Phone,No E-Mail,5,0,0.9824
61848,3,2) $100 - $200,126.35,0,1,Rural,0,Web,Mens E-Mail,3,1,0.6317
61849,10,2) $100 - $200,148.45,1,0,Urban,1,Phone,No E-Mail,6,0,0.9995
61850,10,3) $200 - $350,261.12,0,1,Urban,1,Multichannel,Mens E-Mail,3,0,0.8708
61851,3,3) $200 - $350,253.14,1,1,Surburban,0,Multichannel,No E-Mail,11,1,0.9444
61852,9,1) $0 - $100,30.72,1,0,Surburban,1,Phone,Womens E-Mail,4,0,0.9979
61853,12,1) $0 - $100,79.34,1,0,Urban,1,Phone,Womens E-Mail,4,0,0.999
61854,7,5) $500 - $750,591.88,0,1,Urban,1,Multichannel,Mens E-Mail,3,0,0.5546
61855,3,5) $500 - $750,521.24,0,1,Urban,1,Web,Mens E-Mail,3,1,0.6677
61856,9,5) $500 - $750,720.44,0,1,Surburban,1,Web,Mens E-Mail,3,0,0.7843
61857,10,2) $100 - $200,139.67,1,0,Surburban,1,Phone,Womens E-Mail,4,0,0.998
61858,9,1) $0 - $100,50.25,0,1,Surburban,1,Phone,Mens E-Mail,3,0,0.9773
61859,5,1) $0 - $100,29.99,1,0,Urban,1,Web,Mens E-Mail,2,0,0.9054
61860,8,2) $100 - $200,151.61,0,1,Urban,0,Phone,No E-Mail,5,0,0.9921
61861,1,1) $0 - $100,60.83,1,0,Urban,0,Web,Mens E-Mail,2,0,0.5997
61862,8,4) $350 - $500,374.05,1,1,Rural,0,Phone,Womens E-Mail,5,0,0.6937
61863,6,1) $0 - $100,63.99,1,0,Surburban,0,Phone,Mens E-Mail,2,0,0.9102
61864,8,3) $200 - $350,207.84,0,1,Rural,1,Phone,No E-Mail,5,0,0.9658
61865,8,2) $100 - $200,111.37,0,1,Surburban,1,Phone,Mens E-Mail,3,0,0.9753
61866,11,3) $200 - $350,207.3,1,0,Surburban,0,Web,No E-Mail,6,0,0.9987
61867,8,1) $0 - $100,29.99,1,0,Rural,1,Phone,No E-Mail,6,0,0.9982
61868,1,1) $0 - $100,76,1,0,Rural,0,Web,Womens E-Mail,4,0,0.8239
61869,3,1) $0 - $100,37.38,1,0,Surburban,0,Web,Mens E-Mail,2,0,0.6668
61870,9,3) $200 - $350,216.12,0,1,Surburban,0,Web,Mens E-Mail,3,0,0.8839
61871,8,1) $0 - $100,42.78,0,1,Rural,1,Web,Womens E-Mail,1,0,0.9191
61872,10,3) $200 - $350,216.73,1,0,Urban,1,Web,Mens E-Mail,2,0,0.9367
61873,2,3) $200 - $350,294.11,0,1,Surburban,0,Phone,Mens E-Mail,3,1,0.5071
61874,9,1) $0 - $100,77.18,1,0,Surburban,0,Phone,No E-Mail,6,0,0.9992
61875,10,4) $350 - $500,400.73,1,1,Surburban,0,Web,No E-Mail,11,1,0.7572
61876,1,3) $200 - $350,313.44,0,1,Urban,0,Multichannel,No E-Mail,5,0,0.5831
61877,9,1) $0 - $100,32.93,0,1,Rural,1,Phone,Mens E-Mail,3,0,0.9371
61878,2,5) $500 - $750,728.66,1,1,Surburban,1,Web,No E-Mail,11,1,0.9587
61879,1,2) $100 - $200,176.6,0,1,Urban,0,Web,Mens E-Mail,3,0,0.5536
61880,3,2) $100 - $200,113.77,1,0,Surburban,0,Phone,Mens E-Mail,2,0,0.7718
61881,10,1) $0 - $100,93.26,1,0,Surburban,0,Phone,Mens E-Mail,2,0,0.9724
61882,7,3) $200 - $350,263.79,1,0,Surburban,1,Multichannel,Womens E-Mail,4,0,0.971
61883,5,2) $100 - $200,151.85,0,1,Urban,0,Web,No E-Mail,5,0,0.9621
61884,3,1) $0 - $100,68.14,0,1,Urban,0,Phone,Womens E-Mail,1,0,0.7897
61885,12,1) $0 - $100,78.03,1,0,Surburban,0,Web,No E-Mail,6,0,0.9993
61886,12,2) $100 - $200,173.5,1,0,Urban,1,Phone,Womens E-Mail,4,0,0.999
61887,3,5) $500 - $750,553.91,1,0,Surburban,1,Phone,Mens E-Mail,2,1,0.5165
61888,11,4) $350 - $500,437.21,0,1,Urban,1,Web,Womens E-Mail,1,0,0.9149
61889,2,5) $500 - $750,505.73,0,1,Urban,1,Phone,Womens E-Mail,1,0,0.5057
61890,1,4) $350 - $500,391.58,0,1,Urban,1,Web,Womens E-Mail,1,1,0.7531
61891,12,"6) $750 - $1,000",947,1,1,Urban,1,Web,Mens E-Mail,5,1,0.9325
61892,2,4) $350 - $500,483.92,1,1,Surburban,0,Web,No E-Mail,11,1,0.9772
61893,5,2) $100 - $200,103.65,1,0,Surburban,1,Phone,No E-Mail,6,0,0.9982
61894,1,5) $500 - $750,702.94,0,1,Urban,1,Phone,Mens E-Mail,3,1,0.6984
61895,5,2) $100 - $200,196.94,0,1,Urban,1,Web,No E-Mail,5,0,0.9744
61896,10,5) $500 - $750,638.24,1,1,Surburban,1,Multichannel,No E-Mail,11,1,0.7307
61897,3,3) $200 - $350,338.44,1,1,Surburban,1,Phone,Mens E-Mail,5,0,0.6888
61898,1,2) $100 - $200,167.55,0,1,Surburban,1,Web,Womens E-Mail,1,0,0.7253
61899,2,"6) $750 - $1,000",937.62,0,1,Surburban,1,Phone,No E-Mail,5,1,0.9825
61900,6,2) $100 - $200,140.17,1,0,Urban,0,Phone,No E-Mail,6,0,0.9973
61901,4,5) $500 - $750,553.47,0,1,Urban,1,Web,Mens E-Mail,3,0,0.5199
61902,9,1) $0 - $100,32.71,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.9605
61903,1,"6) $750 - $1,000",947.34,1,0,Urban,1,Phone,Mens E-Mail,2,1,0.9963
61904,11,1) $0 - $100,29.99,0,1,Urban,1,Phone,Mens E-Mail,3,0,0.9905
61905,3,3) $200 - $350,293.33,1,0,Urban,1,Multichannel,No E-Mail,6,0,0.963
61906,2,5) $500 - $750,520.15,0,1,Urban,1,Web,Mens E-Mail,3,1,0.6952
61907,6,1) $0 - $100,29.99,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.8766
61908,9,3) $200 - $350,281.87,0,1,Urban,1,Multichannel,No E-Mail,5,0,0.9693
61909,8,3) $200 - $350,301.42,1,0,Surburban,0,Phone,Womens E-Mail,4,0,0.9915
61910,1,4) $350 - $500,404.72,1,0,Urban,0,Web,Womens E-Mail,4,0,0.6286
61911,8,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,5,0,0.9868
61912,1,1) $0 - $100,42.07,0,1,Urban,0,Phone,Womens E-Mail,1,0,0.7355
61913,11,1) $0 - $100,29.99,1,0,Urban,1,Phone,Mens E-Mail,2,0,0.9923
61914,10,3) $200 - $350,234.85,0,1,Urban,0,Web,No E-Mail,5,0,0.9742
61915,2,3) $200 - $350,270.77,0,1,Surburban,0,Web,No E-Mail,5,0,0.7468
61916,4,2) $100 - $200,123.87,1,0,Surburban,0,Phone,No E-Mail,6,0,0.9963
61917,1,1) $0 - $100,29.99,1,0,Urban,0,Web,Womens E-Mail,4,0,0.9319
61918,12,1) $0 - $100,36.17,0,1,Surburban,1,Web,No E-Mail,5,0,0.9961
61919,9,2) $100 - $200,139.73,1,0,Surburban,0,Web,No E-Mail,6,0,0.9987
61920,11,1) $0 - $100,67.44,1,0,Surburban,1,Phone,No E-Mail,6,0,0.9998
61921,5,3) $200 - $350,235.42,1,0,Surburban,0,Phone,No E-Mail,6,0,0.9935
61922,5,"7) $1,000 +",1134.23,1,0,Urban,1,Phone,Mens E-Mail,2,1,0.9999
61923,1,4) $350 - $500,498.79,1,0,Surburban,0,Phone,Womens E-Mail,4,0,0.7068
61924,2,5) $500 - $750,699,1,1,Surburban,1,Web,Womens E-Mail,5,1,0.6073
61925,4,3) $200 - $350,338.81,1,1,Urban,0,Web,Womens E-Mail,5,0,0.7569
61926,10,4) $350 - $500,361.42,0,1,Urban,1,Web,Mens E-Mail,3,0,0.7798
61927,11,1) $0 - $100,29.99,0,1,Rural,1,Web,No E-Mail,5,0,0.9907
61928,1,3) $200 - $350,342.13,1,0,Rural,1,Phone,Mens E-Mail,2,1,0.6617
61929,2,4) $350 - $500,421.36,1,1,Urban,1,Web,Womens E-Mail,5,1,0.6444
61930,2,4) $350 - $500,484.14,0,1,Urban,0,Multichannel,Womens E-Mail,1,1,0.8844
61931,10,3) $200 - $350,263.98,0,1,Urban,0,Multichannel,No E-Mail,5,0,0.9552
61932,10,1) $0 - $100,29.99,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.9612
61933,11,1) $0 - $100,29.99,1,0,Surburban,1,Web,Mens E-Mail,2,0,0.9874
61934,5,4) $350 - $500,412.76,0,1,Urban,0,Phone,No E-Mail,5,0,0.831
61935,3,3) $200 - $350,262,1,1,Urban,0,Phone,Mens E-Mail,5,0,0.6091
61936,1,2) $100 - $200,195.12,1,0,Surburban,0,Phone,No E-Mail,6,0,0.9884
61937,1,1) $0 - $100,92.66,0,1,Surburban,0,Phone,Mens E-Mail,3,0,0.6612
61938,4,1) $0 - $100,92.12,0,1,Surburban,1,Phone,Mens E-Mail,3,0,0.9022
61939,3,3) $200 - $350,203.34,1,0,Urban,0,Multichannel,Mens E-Mail,2,1,0.6594
61940,8,1) $0 - $100,82.45,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.9554
61941,6,1) $0 - $100,29.99,0,1,Urban,1,Phone,Womens E-Mail,1,0,0.9471
61942,4,4) $350 - $500,385.87,1,0,Surburban,0,Phone,Mens E-Mail,2,1,0.5153
61943,5,2) $100 - $200,149.92,0,1,Urban,0,Web,No E-Mail,5,0,0.9621
61944,1,5) $500 - $750,688.27,1,1,Surburban,1,Multichannel,Womens E-Mail,5,1,0.7574
61945,5,1) $0 - $100,72.91,1,0,Surburban,0,Phone,Womens E-Mail,4,0,0.9892
61946,10,3) $200 - $350,317.22,1,0,Surburban,0,Multichannel,No E-Mail,6,0,0.9945
